"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launched_date","end_date","category_id","subcategory_id","contact_id-2","first_name","last_name","email","category_id-2","category","subcategory_id-2","subcategory"
2869,2849,"Hart-Briggs","Re-engineered user-facing approach","$61,400.00","$73,653.00","successful",676,"US","USD","2021-03-17","2021-10-27","cat6","subcat16",2849,"Luke","Klein","luke.klein@hotmail.com","cat6","publishing","subcat16","radio & podcasts"
718,1612,"Jones-Meyer","Re-engineered client-driven hub","$4,700.00","$12,635.00","successful",361,"AU","AUD","2020-10-24","2021-04-12","cat3","subcat3",1612,"Gudrun","Mueller","gudrun.mueller@dillon-fuller.info","cat3","technology","subcat3","web"
1211,3307,"Wright, Hartman and Yu","User-friendly tertiary array","$3,300.00","$12,437.00","successful",131,"US","USD","2021-01-29","2021-02-13","cat1","subcat1",3307,"Melissa","Canali","melissa.canali@libero.it","cat1","food","subcat1","food trucks"
2431,5288,"Harper-Davis","Robust heuristic encoding","$1,900.00","$13,816.00","successful",126,"US","USD","2021-07-02","2021-12-31","cat3","subcat9",5288,"Gabrielle","Ayala","gabrielle.ayala@hotmail.com","cat3","technology","subcat9","wearables"
468,6026,"Barrett PLC","Team-oriented clear-thinking capacity","$166,700.00","$145,382.00","failed",3304,"IT","EUR","2021-03-20","2021-04-16","cat6","subcat14",6026,"Laura","Buckley","laura.buckley@ryan.org","cat6","publishing","subcat14","fiction"
1862,2212,"David-Clark","De-engineered motivating standardization","$7,200.00","$6,336.00","failed",73,"US","USD","2021-09-02","2021-12-31","cat4","subcat4",2212,"Wilfrido","Lorch","wilfrido.lorch@leclerc.fr","cat4","theater","subcat4","plays"
2300,4591,"Chaney-Dennis","Business-focused 24hour groupware","$4,900.00","$8,523.00","successful",275,"US","USD","2021-06-18","2021-12-31","cat5","subcat20",4591,"Robert","Bruder","robert.bruder@manzoni.com","cat5","film & video","subcat20","television"
449,2771,"Robinson, Lopez and Christensen","Organic next generation protocol","$5,400.00","$6,351.00","successful",67,"US","USD","2020-10-07","2021-10-17","cat8","subcat15",2771,"Phillip","Soliz","phillip.soliz@outlook.com","cat8","photography","subcat15","photography books"
283,5682,"Clark and Sons","Reverse-engineered full-range Internet solution","$5,000.00","$10,748.00","successful",154,"US","USD","2021-07-27","2021-11-01","cat5","subcat5",5682,"Alex","Smith","alex.smith@fournier.fr","cat5","film & video","subcat5","documentary"
2484,5368,"Vega Group","Synchronized regional synergy","$75,100.00","$112,272.00","successful",1782,"US","USD","2021-04-15","2021-10-08","cat7","subcat21",5368,"Jessica","Martinez","jessica.martinez@salieri.com","cat7","games","subcat21","mobile games"
1490,3706,"Brown-Brown","Multi-lateral homogeneous success","$45,300.00","$99,361.00","successful",903,"US","USD","2020-06-21","2021-04-14","cat7","subcat12",3706,"Kelly","Carter","kelly.carter@hotmail.com.au","cat7","games","subcat12","video games"
186,4034,"Taylor PLC","Seamless zero-defect solution","$136,800.00","$88,055.00","failed",3387,"US","USD","2020-05-21","2021-01-28","cat6","subcat14",4034,"Ahmad","Sosa","ahmad.sosa@gmail.com","cat6","publishing","subcat14","fiction"
2999,3209,"Edwards-Lewis","Enhanced scalable concept","$177,700.00","$33,092.00","failed",662,"CA","CAD","2022-01-15","2022-02-03","cat4","subcat4",3209,"Toralf","Iglesias","toralf.iglesias@borrego.com","cat4","theater","subcat4","plays"
2819,2384,"Stanton, Neal and Rodriguez","Polarized uniform software","$2,600.00","$9,562.00","successful",94,"IT","EUR","2020-07-19","2021-02-28","cat8","subcat15",2384,"Irene","Anichini","irene.anichini@yahoo.com","cat8","photography","subcat15","photography books"
2105,3074,"Pratt LLC","Stand-alone web-enabled moderator","$5,300.00","$8,475.00","successful",180,"US","USD","2020-05-10","2021-05-02","cat4","subcat4",3074,"Alicia","Cainero","alicia.cainero@yahoo.com","cat4","theater","subcat4","plays"
1324,2031,"Gross PLC","Proactive methodical benchmark","$180,200.00","$69,617.00","failed",774,"US","USD","2020-03-24","2021-03-11","cat4","subcat4",2031,"Tracey","Laboy","tracey.laboy@bell.biz","cat4","theater","subcat4","plays"
1952,5873,"Martinez, Gomez and Dalton","Team-oriented 6thgeneration matrix","$103,200.00","$53,067.00","failed",672,"CA","CAD","2021-03-03","2021-06-16","cat4","subcat4",5873,"Donald","Reynaud","donald.reynaud@green.edu.au","cat4","theater","subcat4","plays"
2404,5501,"Allen-Curtis","Phased human-resource core","$70,600.00","$42,596.00","canceled",532,"US","USD","2020-09-13","2021-09-17","cat2","subcat2",5501,"Venancio","Stadelmann","venancio.stadelmann@gmx.de","cat2","music","subcat2","rock"
990,3489,"Morgan-Martinez","Mandatory tertiary implementation","$148,500.00","$4,756.00","canceled",55,"AU","AUD","2021-03-23","2021-12-06","cat1","subcat1",3489,"Seth","Olivier","seth.olivier@yahoo.com","cat1","food","subcat1","food trucks"
1459,4210,"Luna, Anderson and Fox","Secured directional encryption","$9,600.00","$14,925.00","successful",533,"DK","DKK","2020-10-10","2021-07-13","cat5","subcat7",4210,"Dennis","Boaga","dennis.boaga@gmx.de","cat5","film & video","subcat7","drama"
1106,6151,"Fleming, Zhang and Henderson","Distributed 5thgeneration implementation","$164,700.00","$166,116.00","successful",2443,"GB","GBP","2021-07-17","2022-01-18","cat3","subcat3",6151,"Pedro","Wilson","pedro.wilson@outlook.com","cat3","technology","subcat3","web"
1488,6047,"Flowers and Sons","Virtual static core","$3,300.00","$3,834.00","successful",89,"US","USD","2020-10-20","2021-11-02","cat4","subcat4",6047,"Roland","Weihmann","roland.weihmann@gmail.com","cat4","theater","subcat4","plays"
2107,5445,"Gates PLC","Secured content-based product","$4,500.00","$13,985.00","successful",159,"US","USD","2020-07-09","2021-05-18","cat2","subcat22",5445,"Hector","Morrison","hector.morrison@web.de","cat2","music","subcat22","world music"
2660,5493,"Caldwell LLC","Secured executive concept","$99,500.00","$89,288.00","failed",940,"CH","CHF","2021-07-23","2021-07-28","cat5","subcat5",5493,"Evangelos","Peters","evangelos.peters@sanchez.net","cat5","film & video","subcat5","documentary"
2647,6036,"Le, Burton and Evans","Balanced zero-defect software","$7,700.00","$5,488.00","failed",117,"US","USD","2020-12-25","2021-12-02","cat4","subcat4",6036,"Gerardo","Hamilton","gerardo.hamilton@libero.it","cat4","theater","subcat4","plays"
565,2368,"Briggs PLC","Distributed context-sensitive flexibility","$82,800.00","$2,721.00","canceled",58,"US","USD","2021-03-23","2021-04-14","cat5","subcat7",2368,"Meta","Cuzzocrea","meta.cuzzocrea@howard-jensen.org","cat5","film & video","subcat7","drama"
2713,1501,"Hudson-Nguyen","Down-sized disintermediate support","$1,800.00","$4,712.00","successful",50,"US","USD","2020-04-07","2021-02-14","cat6","subcat10",1501,"Alma","Raymond","alma.raymond@tin.it","cat6","publishing","subcat10","nonfiction"
558,4351,"Hogan Ltd","Stand-alone mission-critical moratorium","$9,600.00","$9,216.00","failed",115,"US","USD","2021-05-10","2021-12-17","cat7","subcat21",4351,"Kathleen","Solimena","kathleen.solimena@wallace.biz","cat7","games","subcat21","mobile games"
698,3096,"Hamilton, Wright and Chavez","Down-sized empowering protocol","$92,100.00","$19,246.00","failed",326,"US","USD","2021-01-14","2021-07-07","cat3","subcat9",3096,"Zacharie","Cordier","zacharie.cordier@gmail.com","cat3","technology","subcat9","wearables"
321,6162,"Bautista-Cross","Fully-configurable coherent Internet solution","$5,500.00","$12,274.00","successful",186,"US","USD","2020-10-18","2021-05-05","cat5","subcat5",6162,"Riza","Techer","riza.techer@yahoo.com","cat5","film & video","subcat5","documentary"
1302,1433,"Jackson LLC","Distributed motivating algorithm","$64,300.00","$65,323.00","successful",1071,"US","USD","2020-05-07","2021-03-21","cat3","subcat3",1433,"Enrique","Guillen","enrique.guillen@hotmail.co.uk","cat3","technology","subcat3","web"
1410,2720,"Figueroa Ltd","Expanded solution-oriented benchmark","$5,000.00","$11,502.00","successful",117,"US","USD","2021-05-26","2021-11-24","cat3","subcat3",2720,"Tristan","Weeks","tristan.weeks@pena.com","cat3","technology","subcat3","web"
2465,5251,"Avila-Jones","Implemented discrete secured line","$5,400.00","$7,322.00","successful",70,"US","USD","2020-12-03","2021-11-25","cat2","subcat8",5251,"Natalie","Lerma","natalie.lerma@boucher.com","cat2","music","subcat8","indie rock"
377,1797,"Martin, Lopez and Hunter","Multi-lateral actuating installation","$9,000.00","$11,619.00","successful",135,"US","USD","2021-02-07","2021-04-20","cat4","subcat4",1797,"Rodney","Hamon","rodney.hamon@hotmail.com","cat4","theater","subcat4","plays"
1882,1656,"Fields-Moore","Secured reciprocal array","$25,000.00","$59,128.00","successful",768,"CH","CHF","2021-01-28","2021-11-21","cat3","subcat9",1656,"Adalberto","Lombardo","adalberto.lombardo@sfr.fr","cat3","technology","subcat9","wearables"
822,1346,"Harris-Golden","Optional bandwidth-monitored middleware","$8,800.00","$1,518.00","canceled",51,"US","USD","2020-09-15","2021-02-01","cat4","subcat4",1346,"Florencia","Querini","florencia.querini@gmail.com","cat4","theater","subcat4","plays"
2730,2989,"Moss, Norman and Dunlap","Upgradable upward-trending workforce","$8,300.00","$9,337.00","successful",199,"US","USD","2021-08-21","2021-11-15","cat4","subcat4",2989,"Liam","Rolland","liam.rolland@yahoo.fr","cat4","theater","subcat4","plays"
2198,5629,"White, Larson and Wright","Upgradable hybrid capability","$9,300.00","$11,255.00","successful",107,"US","USD","2020-04-19","2021-02-15","cat3","subcat9",5629,"Ian","Kelly","ian.kelly@reeves.com.au","cat3","technology","subcat9","wearables"
2757,3456,"Payne, Oliver and Burch","Managed fresh-thinking flexibility","$6,200.00","$13,632.00","successful",195,"US","USD","2020-09-08","2021-04-16","cat2","subcat8",3456,"Mehdi","Todd","mehdi.todd@web.de","cat2","music","subcat8","indie rock"
2588,3229,"Brown, Palmer and Pace","Networked stable workforce","$100.00","$1.00","failed",1,"US","USD","2021-01-21","2021-07-11","cat2","subcat2",3229,"Rembrandt","Liguori","rembrandt.liguori@davis.org","cat2","music","subcat2","rock"
1090,2277,"Parker LLC","Customizable intermediate extranet","$137,200.00","$88,037.00","failed",1467,"US","USD","2021-12-02","2022-01-12","cat2","subcat6",2277,"Irmi","Schweitzer","irmi.schweitzer@ozuna.com","cat2","music","subcat6","electric music"
64,1276,"Bowen, Mcdonald and Hall","User-centric fault-tolerant task-force","$41,500.00","$175,573.00","successful",3376,"US","USD","2020-11-13","2021-07-23","cat2","subcat8",1276,"Gioffre","Stein","gioffre.stein@hotmail.com.au","cat2","music","subcat8","indie rock"
2171,3694,"Whitehead, Bell and Hughes","Multi-tiered radical definition","$189,400.00","$176,112.00","failed",5681,"US","USD","2021-07-17","2021-11-12","cat4","subcat4",3694,"Frida","Villarreal","frida.villarreal@hotmail.de","cat4","theater","subcat4","plays"
625,2260,"Rodriguez-Brown","Devolved foreground benchmark","$171,300.00","$100,650.00","failed",1059,"US","USD","2021-01-29","2021-06-20","cat2","subcat8",2260,"Steffen","Mangold","steffen.mangold@paul.net","cat2","music","subcat8","indie rock"
1065,5374,"Hall-Schaefer","Distributed eco-centric methodology","$139,500.00","$90,706.00","failed",1194,"US","USD","2021-05-23","2021-07-29","cat4","subcat4",5374,"Elias","Marin","elias.marin@herve.net","cat4","theater","subcat4","plays"
174,4420,"Meza-Rogers","Streamlined encompassing encryption","$36,400.00","$26,914.00","canceled",379,"AU","AUD","2020-11-24","2021-12-26","cat2","subcat2",4420,"Roman","Gonzalez","roman.gonzalez@anderson.net","cat2","music","subcat2","rock"
1344,3849,"Curtis-Curtis","User-friendly reciprocal initiative","$4,200.00","$2,212.00","failed",30,"AU","AUD","2021-04-20","2021-10-14","cat8","subcat15",3849,"Reina","Middleton","reina.middleton@hotmail.com","cat8","photography","subcat15","photography books"
2824,1638,"Carlson Inc","Ergonomic fresh-thinking installation","$2,100.00","$4,640.00","successful",41,"US","USD","2020-12-28","2021-11-24","cat2","subcat2",1638,"Sandro","Moran","sandro.moran@hotmail.de","cat2","music","subcat2","rock"
940,5230,"Clarke, Anderson and Lee","Robust explicit hardware","$191,200.00","$191,222.00","successful",1821,"US","USD","2021-05-22","2021-06-30","cat4","subcat4",5230,"Gebhard","Thanel","gebhard.thanel@gmail.com","cat4","theater","subcat4","plays"
3024,1763,"Evans Group","Stand-alone actuating support","$8,000.00","$12,985.00","successful",164,"US","USD","2021-04-26","2021-07-14","cat3","subcat9",1763,"Antonino","Bolander","antonino.bolander@gmail.com","cat3","technology","subcat9","wearables"
2164,4323,"Bruce Group","Cross-platform methodical process improvement","$5,500.00","$4,300.00","failed",75,"US","USD","2021-02-01","2021-09-05","cat3","subcat3",4323,"Karl","Trevisani","karl.trevisani@anguissola.it","cat3","technology","subcat3","web"
2427,5256,"Keith, Alvarez and Potter","Extended bottom-line open architecture","$6,100.00","$9,134.00","successful",157,"CH","CHF","2021-09-05","2021-12-16","cat2","subcat2",5256,"Silvester","Brookes","silvester.brookes@franco.org","cat2","music","subcat2","rock"
1548,4836,"Burton-Watkins","Extended reciprocal circuit","$3,500.00","$8,864.00","successful",246,"US","USD","2020-08-01","2021-08-15","cat8","subcat15",4836,"Octavio","Pratt","octavio.pratt@web.de","cat8","photography","subcat15","photography books"
2657,5981,"Lopez and Sons","Polarized human-resource protocol","$150,500.00","$150,755.00","successful",1396,"US","USD","2021-11-14","2021-11-24","cat4","subcat4",5981,"Rebecca","Greer","rebecca.greer@hotmail.com","cat4","theater","subcat4","plays"
2916,1463,"Cordova Ltd","Synergized radical product","$90,400.00","$110,279.00","successful",2506,"US","USD","2021-05-05","2021-08-08","cat3","subcat3",1463,"Pierina","Gaggini","pierina.gaggini@free.fr","cat3","technology","subcat3","web"
1348,4577,"Brown-Vang","Robust heuristic artificial intelligence","$9,800.00","$13,439.00","successful",244,"US","USD","2021-01-11","2021-08-25","cat8","subcat15",4577,"Robin","Schleich","robin.schleich@rogers-barrera.biz","cat8","photography","subcat15","photography books"
557,4951,"Cruz-Ward","Robust content-based emulation","$2,600.00","$10,804.00","successful",146,"AU","AUD","2021-04-01","2021-10-19","cat4","subcat4",4951,"Sergio","Abbott","sergio.abbott@moore.net.au","cat4","theater","subcat4","plays"
2915,3567,"Hernandez Group","Ergonomic uniform open system","$128,100.00","$40,107.00","failed",955,"DK","DKK","2020-05-16","2021-03-18","cat2","subcat8",3567,"Gilberto","Evans","gilberto.evans@salcedo-archuleta.net","cat2","music","subcat8","indie rock"
320,5475,"Tran, Steele and Wilson","Profit-focused modular product","$23,300.00","$98,811.00","successful",1267,"US","USD","2020-07-10","2021-03-23","cat5","subcat13",5475,"James","Elliott","james.elliott@gmail.com","cat5","film & video","subcat13","shorts"
1458,2114,"Summers, Gallegos and Stein","Mandatory mobile product","$188,100.00","$5,528.00","failed",67,"US","USD","2020-09-24","2021-07-27","cat2","subcat8",2114,"Timoteo","Bolnbach","timoteo.bolnbach@laboratorios.com","cat2","music","subcat8","indie rock"
379,5216,"Blair Group","Public-key 3rdgeneration budgetary management","$4,900.00","$521.00","failed",5,"US","USD","2020-11-17","2021-11-23","cat6","subcat19",5216,"Tonino","Stanley","tonino.stanley@hotmail.com","cat6","publishing","subcat19","translations"
1879,1665,"Nixon Inc","Centralized national firmware","$800.00","$663.00","failed",26,"US","USD","2020-09-04","2021-04-16","cat5","subcat5",1665,"Margaretha","Murialdo","margaretha.murialdo@meunier.com","cat5","film & video","subcat5","documentary"
597,6051,"White LLC","Cross-group 4thgeneration middleware","$96,700.00","$157,635.00","successful",1561,"US","USD","2021-03-21","2021-10-17","cat4","subcat4",6051,"Bianca","Drubin","bianca.drubin@libero.it","cat4","theater","subcat4","plays"
1130,3983,"Santos, Black and Donovan","Pre-emptive scalable access","$600.00","$5,368.00","successful",48,"US","USD","2020-04-15","2021-02-08","cat3","subcat9",3983,"Kaylee","Hoffmann","kaylee.hoffmann@poulain.com","cat3","technology","subcat9","wearables"
2354,2966,"Jones, Contreras and Burnett","Sharable intangible migration","$181,200.00","$47,459.00","failed",1130,"US","USD","2021-01-27","2021-12-16","cat4","subcat4",2966,"Teresa","Vecellio","teresa.vecellio@yahoo.com","cat4","theater","subcat4","plays"
1358,4478,"Stone-Orozco","Proactive scalable Graphical User Interface","$115,000.00","$86,060.00","failed",782,"US","USD","2021-01-06","2021-05-06","cat4","subcat4",4478,"Emine","Tacchini","emine.tacchini@dbmail.com","cat4","theater","subcat4","plays"
188,4238,"Lee, Gibson and Morgan","Digitized solution-oriented product","$38,800.00","$161,593.00","successful",2739,"US","USD","2021-05-02","2021-08-26","cat4","subcat4",4238,"Dawn","Cortez","dawn.cortez@gmail.com","cat4","theater","subcat4","plays"
2228,4404,"Alexander-Williams","Triple-buffered cohesive structure","$7,200.00","$6,927.00","failed",210,"US","USD","2021-04-17","2021-07-08","cat1","subcat1",4404,"Emily","Cundari","emily.cundari@clark.com.au","cat1","food","subcat1","food trucks"
